ID	plabels	alabels	longitude	latitude	PC1	PC2	RotNS	RotEW
9524	Italy	IT	12.5	42	-0.0178	-0.0079	0.012511921	-0.014923198
9763	Italy	IT	12.5	42	-0.0494	-0.0157	0.028741847	-0.043136484
9838	Italy	IT	12.5	42	-0.0152	-0.0148	0.018424545	-0.010517421
9897	Italy	IT	12.5	42	-0.0492	-0.0131	0.026187847	-0.043662875
10049	Portugal	PT	-8.016392483	39.59096807	-0.0204	0.0452	-0.037801078	-0.032097952
10916	Italy	IT	12.5	42	-0.0242	-0.005	0.011493747	-0.021875415
11113	Italy	IT	12.5	42	-0.04	-0.0238	0.033928311	-0.031863925
11311	Italy	IT	12.5	42	-0.0503	-0.0343	0.046866068	-0.038860669
11610	Greece	GR	22.70884659	40.03413184	-0.033	-0.0505	0.057653574	-0.017757122
12019	Italy	IT	12.5	42	-0.0407	-0.0136	0.0243191	-0.035355782
12549	Italy	IT	12.5	42	-0.0597	-0.0261	0.041583499	-0.050160867
13024	Italy	IT	12.5	42	-0.0214	0.0028	0.003223702	-0.021340285
13148	Italy	IT	12.5	42	-0.0253	-0.0107	0.017275738	-0.021357174
13149	Italy	IT	12.5	42	-0.0514	-0.0184	0.031889443	-0.044312339
13185	Italy	IT	12.5	42	-0.0514	-0.0161	0.029679035	-0.044948024
13720	Spain	ES	-3.566114847	40.32870801	-0.0148	0.0435	-0.037715053	-0.026246234
13877	Spain	ES	-3.566114847	40.32870801	-0.0176	0.0447	-0.038094432	-0.029268828
13906	Italy	IT	12.5	42	-0.0577	-0.0233	0.038339798	-0.04901265
13917	Portugal	PT	-8.016392483	39.59096807	-0.0133	0.0316	-0.02669317	-0.021515685
14220	Spain	ES	-3.566114847	40.32870801	-0.0139	0.0391	-0.033735192	-0.024165199
14363	Spain	ES	-3.566114847	40.32870801	-0.0088	0.0423	-0.038220105	-0.02014829
14625	Italy	IT	12.5	42	-0.0167	-3.00E-04	0.00490394	-0.015966571
14759	Italy	IT	12.5	42	-0.0344	-0.0176	0.026422065	-0.028195647
14899	Italy	IT	12.5	42	-0.0602	-0.0192	0.035090467	-0.052548445
15013	Italy	IT	12.5	42	-0.0433	-0.0248	0.035801428	-0.034758995
15483	Italy	IT	12.5	42	-0.0439	-0.019	0.030393186	-0.036938655
16270	Italy	IT	12.5	42	-0.051	-0.0279	0.040908837	-0.041302265
16543	Spain	ES	-3.566114847	40.32870801	-0.0202	0.0331	-0.026227685	-0.028561487
16551	Italy	IT	12.5	42	-0.0183	-0.0146	0.019089128	-0.013551944
16653	Italy	IT	12.5	42	-0.013	-0.0242	0.026850341	-0.0058051
16823	Spain	ES	-3.566114847	40.32870801	-0.0224	0.0363	-0.028694989	-0.031560222
16947	Spain	ES	-3.566114847	40.32870801	-0.0187	0.0447	-0.037790408	-0.03032598
17890	Italy	IT	12.5	42	-0.0505	-0.0239	0.036926456	-0.041927281
18188	Italy	IT	12.5	42	-0.0364	0.0028	0.007369474	-0.03575599
18222	Italy	IT	12.5	42	-0.0531	-0.0127	0.026881329	-0.047521512
18233	Spain	ES	-3.566114847	40.32870801	-0.0161	0.045	-0.038797323	-0.027910173
18547	Portugal	PT	-8.016392483	39.59096807	-0.0207	0.0501	-0.042427293	-0.033740551
18592	Spain	ES	-3.566114847	40.32870801	-0.0159	0.0481	-0.041831846	-0.028574756
18880	Italy	IT	12.5	42	-0.053	-0.0237	0.037425208	-0.044385175
18996	Italy	IT	12.5	42	-0.0605	-0.0141	0.030272042	-0.054246322
19054	Spain	ES	-3.566114847	40.32870801	-0.0067	0.0298	-0.026787424	-0.014675282
19702	Italy	IT	12.5	42	-0.0485	-0.0199	0.032529498	-0.041110725
19876	Spain	ES	-3.566114847	40.32870801	-0.0233	0.0316	-0.023929322	-0.031126155
20011	Italy	IT	12.5	42	-0.0594	-0.0189	0.034581045	-0.051862523
20365	Spain	ES	-3.566114847	40.32870801	-0.0223	0.0331	-0.025647277	-0.030579686
20507	Italy	IT	12.5	42	-0.0522	-0.0145	0.028362468	-0.046159077
21270	Spain	ES	-3.566114847	40.32870801	-0.0194	0.0417	-0.034713798	-0.030169558
21365	Italy	IT	12.5	42	-0.0435	-0.0207	0.031916412	-0.036084382
21367	Spain	ES	-3.566114847	40.32870801	-0.0144	0.0311	-0.025908623	-0.022434644
21593	Italy	IT	12.5	42	-0.029	-1.00E-04	0.008111263	-0.027842726
21865	Italy	IT	12.5	42	-0.0492	-0.0301	0.042525648	-0.038964334
21973	Italy	IT	12.5	42	-0.0098	-0.0098	0.012126832	-0.00670969
22045	Spain	ES	-3.566114847	40.32870801	-0.016	0.0277	-0.022198847	-0.023032611
22227	Italy	IT	12.5	42	-0.0595	-3.00E-04	0.016733208	-0.057099385
22257	Italy	IT	12.5	42	-0.0492	-0.0171	0.030032036	-0.042557336
22266	Italy	IT	12.5	42	-0.0415	-0.0266	0.03703382	-0.032531618
22363	Spain	ES	-3.566114847	40.32870801	-0.0084	0.0137	-0.010844713	-0.011859267
22628	Italy	IT	12.5	42	-0.0094	-0.0166	0.018551398	-0.004445855
23364	Italy	IT	12.5	42	-0.0042	-0.0112	0.011924543	-0.000940888
23842	Italy	IT	12.5	42	-0.0414	-0.028	0.038351647	-0.032048575
24438	Spain	ES	-3.566114847	40.32870801	-0.0091	0.0265	-0.022952646	-0.016069725
24499	Italy	IT	12.5	42	-0.0537	-0.0188	0.032909547	-0.046412193
24623	Spain	ES	-3.566114847	40.32870801	-0.0102	0.0481	-0.043407239	-0.023096788
24625	Italy	IT	12.5	42	-0.0572	-0.0152	0.030417124	-0.050770843
24735	Spain	ES	-3.566114847	40.32870801	-0.0093	0.0449	-0.040580635	-0.021347414
24837	Italy	IT	12.5	42	-0.022	0.0064	-7.02E-05	-0.022911898
25058	Portugal	PT	-8.016392483	39.59096807	-0.0166	0.0407	-0.034526628	-0.027202242
25077	Italy	IT	12.5	42	-0.0392	-0.0135	0.023808419	-0.03394185
25476	Portugal	PT	-8.016392483	39.59096807	-0.0149	0.0544	-0.048162827	-0.029354933
25674	Italy	IT	12.5	42	-0.0042	-0.0069	0.007792041	-0.002129343
25801	Spain	ES	-3.566114847	40.32870801	-0.0098	0.0138	-0.010553879	-0.013232371
26684	Spain	ES	-3.566114847	40.32870801	-0.0198	0.03	-0.023358993	-0.027320275
28914	Portugal	PT	-8.016392483	39.59096807	-0.0201	0.0401	-0.032982653	-0.030400075
29315	Spain	ES	-3.566114847	40.32870801	-0.0125	0.0402	-0.035179282	-0.023123756
29424	Italy	IT	12.5	42	-0.0388	-0.021	0.030905718	-0.031484546
29604	Italy	IT	12.5	42	-0.0482	-0.0347	0.046670079	-0.036731917
29607	Italy	IT	12.5	42	-0.0534	-0.0123	0.026579826	-0.04792038
29686	Spain	ES	-3.566114847	40.32870801	-0.0099	0.0182	-0.014754847	-0.014544569
29824	Portugal	PT	-8.016392483	39.59096807	-0.0231	0.041	-0.033018441	-0.033531963
30215	Spain	ES	-3.566114847	40.32870801	-0.0145	0.0447	-0.038951224	-0.026289582
30250	Turkey	TR	35.4099852	39.06118784	-0.0503	-0.083	0.09366906	-0.025400731
30553	Spain	ES	-3.566114847	40.32870801	-0.0083	0.0292	-0.025768581	-0.016047126
30668	Italy	IT	12.5	42	-0.0352	-0.0074	0.016840492	-0.031783609
30893	Italy	IT	12.5	42	-0.0531	-0.0223	0.036107381	-0.044868219
30956	Spain	ES	-3.566114847	40.32870801	-0.0098	0.0341	-0.030063134	-0.018842982
31065	Italy	IT	12.5	42	-0.019	-0.0115	0.016303352	-0.015081469
31442	Greece	GR	22.70884659	40.03413184	-0.0496	-0.0275	0.040137479	-0.040067353
31562	Portugal	PT	-8.016392483	39.59096807	-0.0189	0.0325	-0.026010357	-0.027146295
31931	Spain	ES	-3.566114847	40.32870801	-0.0194	0.0392	-0.03231118	-0.029478596
31959	Spain	ES	-3.566114847	40.32870801	-0.0197	0.0354	-0.028576286	-0.028716648
32135	Italy	IT	12.5	42	-0.0528	-0.0212	0.034967314	-0.044883928
32267	Spain	ES	-3.566114847	40.32870801	-0.0216	0.0461	-0.038334358	-0.033499955
32343	Turkey	TR	35.4099852	39.06118784	-0.062	-0.0692	0.083640313	-0.040459091
32394	Greece	GR	22.70884659	40.03413184	-0.0449	-0.0382	0.049121674	-0.032593115
32446	Spain	ES	-3.566114847	40.32870801	-0.0124	0.0339	-0.029152324	-0.021286427
32999	Spain	ES	-3.566114847	40.32870801	-0.013	0.0289	-0.024181258	-0.020481132
33069	Italy	IT	12.5	42	-0.0494	-0.0315	0.04392639	-0.038769604
33104	Italy	IT	12.5	42	-0.0487	-0.0186	0.031335414	-0.041662235
33171	Italy	IT	12.5	42	-0.0591	-0.0251	0.040456621	-0.049860624
33225	Italy	IT	12.5	42	-0.0523	-0.0214	0.035021331	-0.044348127
33242	Italy	IT	12.5	42	-0.0539	0.039	-0.022583696	-0.062579443
33344	Italy	IT	12.5	42	-0.0545	-0.0157	0.030151409	-0.048037824
33408	Portugal	PT	-8.016392483	39.59096807	-0.0157	0.0224	-0.017188213	-0.021279458
33432	Spain	ES	-3.566114847	40.32870801	-0.0106	0.031	-0.02686278	-0.018755027
33659	Italy	IT	12.5	42	-0.041	-0.0156	0.02632411	-0.035091327
33904	Italy	IT	12.5	42	-0.0565	-0.0328	0.047138083	-0.045233738
33942	Spain	ES	-3.566114847	40.32870801	-0.0146	0.0423	-0.036617073	-0.025722363
34042	Spain	ES	-3.566114847	40.32870801	-0.0113	0.0392	-0.034549897	-0.021694115
34213	Italy	IT	12.5	42	-0.0347	-0.0264	0.034962194	-0.026051775
34982	Italy	IT	12.5	42	-0.0198	0.0025	0.003069801	-0.019719694
35010	Spain	ES	-3.566114847	40.32870801	-0.0186	0.0369	-0.03032188	-0.028074074
35545	Spain	ES	-3.566114847	40.32870801	-0.0171	0.0318	-0.025835117	-0.025222941
35613	Spain	ES	-3.566114847	40.32870801	-0.0093	0.0401	-0.035967609	-0.020020767
36021	Spain	ES	-3.566114847	40.32870801	-0.015	0.0426	-0.036794833	-0.026189697
36841	Portugal	PT	-8.016392483	39.59096807	-0.0183	0.0409	-0.034248983	-0.028891299
37210	Spain	ES	-3.566114847	40.32870801	-0.0101	0.0341	-0.029980219	-0.019131296
37706	Spain	ES	-3.566114847	40.32870801	-0.0106	0.0388	-0.034358947	-0.020910828
37909	Spain	ES	-3.566114847	40.32870801	-0.012	0.0306	-0.026091423	-0.019989939
38148	Spain	ES	-3.566114847	40.32870801	-0.0031	0.0432	-0.04066044	-0.014919068
38485	Spain	ES	-3.566114847	40.32870801	-0.026	0.0334	-0.024912968	-0.034218475
38651	Spain	ES	-3.566114847	40.32870801	-0.0191	0.0453	-0.038256483	-0.030876229
38671	Italy	IT	12.5	42	-0.0384	-0.0275	0.03704197	-0.029303626
38781	Italy	IT	12.5	42	-0.0476	-0.0244	0.036605464	-0.039002052
38803	Spain	ES	-3.566114847	40.32870801	-0.0222	0.0389	-0.031248989	-0.032086613
38989	Italy	IT	12.5	42	-0.0637	-0.0073	0.024621354	-0.059201089
39170	Spain	ES	-3.566114847	40.32870801	-0.0115	0.0424	-0.037569971	-0.022770756
39172	Spain	ES	-3.566114847	40.32870801	-0.018	0.0484	-0.041539752	-0.03067587
39209	Italy	IT	12.5	42	-0.0206	-0.0118	0.017033882	-0.016536229
39496	Italy	IT	12.5	42	-0.0325	-0.0175	0.025800829	-0.026397296
39684	Italy	IT	12.5	42	-0.0172	-0.0016	0.006291493	-0.016087794
40239	Italy	IT	12.5	42	-0.0262	-0.0177	0.024251814	-0.020287423
40316	Portugal	PT	-8.016392483	39.59096807	-0.0223	0.0354	-0.027857686	-0.031215371
40438	Italy	IT	12.5	42	-0.0458	-0.034	0.045334023	-0.034618873
40503	Spain	ES	-3.566114847	40.32870801	-0.0161	0.0467	-0.040431103	-0.028380027
40534	Italy	IT	12.5	42	-0.0542	-0.0222	0.0363153	-0.045953009
40713	Italy	IT	12.5	42	-0.0462	-0.0099	0.022283343	-0.041664165
40792	Spain	ES	-3.566114847	40.32870801	-0.0164	0.0307	-0.024971434	-0.024246184
41065	Portugal	PT	-8.016392483	39.59096807	-0.0185	0.0363	-0.02977289	-0.027812138
41127	Portugal	PT	-8.016392483	39.59096807	-0.0238	0.0435	-0.03522759	-0.034895658
41661	Italy	IT	12.5	42	-0.0167	0.0068	-0.001919494	-0.017928902
42181	Turkey	TR	35.4099852	39.06118784	-0.0427	-0.0689	0.078017772	-0.021993799
42888	Italy	IT	12.5	42	-0.0501	-0.0229	0.035854855	-0.041819246
42892	Portugal	PT	-8.016392483	39.59096807	-0.0182	0.0274	-0.021302487	-0.025063999
43217	Spain	ES	-3.566114847	40.32870801	-0.0141	0.0369	-0.031565611	-0.023749362
43320	Italy	IT	12.5	42	-0.0336	-0.0175	0.026104852	-0.027454448
43397	Italy	IT	12.5	42	-0.0314	-0.0022	0.010792785	-0.029568831
44017	Spain	ES	-3.566114847	40.32870801	-0.021	0.0342	-0.027063729	-0.029634348
44207	Spain	ES	-3.566114847	40.32870801	-0.0202	0.0452	-0.037856355	-0.031905743
44221	Italy	IT	12.5	42	-0.047	-0.0205	0.032691549	-0.039503324
44434	Spain	ES	-3.566114847	40.32870801	-0.027	0.0201	-0.011854657	-0.031503605
44633	Italy	IT	12.5	42	-0.0268	-0.0062	0.013365604	-0.024042476
44902	Italy	IT	12.5	42	-0.0023	-0.0425	0.041480185	0.009535945
44942	Spain	ES	-3.566114847	40.32870801	-0.0232	0.0426	-0.034528478	-0.034070283
45126	Italy	IT	12.5	42	-0.0502	-0.0208	0.033864295	-0.042495759
45151	Spain	ES	-3.566114847	40.32870801	-0.0168	0.0378	-0.031684315	-0.026592935
45183	Spain	ES	-3.566114847	40.32870801	-0.0106	0.0247	-0.020808184	-0.017013803
45202	Italy	IT	12.5	42	-0.0177	-0.0054	0.010081665	-0.015518055
45489	Spain	ES	-3.566114847	40.32870801	-0.0245	0.0408	-0.032439293	-0.034822152
45750	Spain	ES	-3.566114847	40.32870801	-0.0202	0.0417	-0.03449269	-0.030938396
45867	Spain	ES	-3.566114847	40.32870801	-0.0129	0.0324	-0.027572561	-0.021352374
46128	Portugal	PT	-8.016392483	39.59096807	-0.0204	0.0405	-0.033284157	-0.030798943
46373	Turkey	TR	35.4099852	39.06118784	-0.0544	-0.0571	0.069911119	-0.03649939
46529	Italy	IT	12.5	42	-0.0081	0.0015	0.000797146	-0.008199058
47033	Spain	ES	-3.566114847	40.32870801	-0.0153	0.0226	-0.017490977	-0.020950316
47093	Italy	IT	12.5	42	-0.0262	-0.0201	0.026558327	-0.019624099
47244	Italy	IT	12.5	42	-0.0402	-0.0263	0.036386206	-0.031365172
47370	Spain	ES	-3.566114847	40.32870801	-0.0086	0.042	-0.037987068	-0.019873165
47384	Italy	IT	12.5	42	-0.043	-0.0216	0.032643162	-0.035355113
47581	Italy	IT	12.5	42	-0.022	0.001	0.005119418	-0.02141942
47741	Greece	GR	22.70884659	40.03413184	-0.0398	-0.0465	0.055688802	-0.025397781
47795	Italy	IT	12.5	42	-0.0478	-0.0233	0.035603589	-0.039498284
47920	Italy	IT	12.5	42	-0.02	0.0059	-0.000142482	-0.020851611
47973	Italy	IT	12.5	42	-0.0237	-0.0093	0.015488057	-0.020206437
48993	Spain	ES	-3.566114847	40.32870801	-0.0156	0.0371	-0.031343244	-0.025246209
49133	Italy	IT	12.5	42	-0.0485	-0.0164	0.029165833	-0.042078072
49210	Spain	ES	-3.566114847	40.32870801	-0.0085	0.0297	-0.026193827	-0.016377528
49294	Portugal	PT	-8.016392483	39.59096807	-0.0164	0.0295	-0.023818178	-0.023914523
49352	Italy	IT	12.5	42	-0.0594	-0.0272	0.042557736	-0.04956853
49500	Italy	IT	12.5	42	-0.0459	0.0464	-0.031906523	-0.056936314
109	Italy	IT	12.5	42	-0.0182	0.0012	0.003876946	-0.017822718
752	Portugal	PT	-8.016392483	39.59096807	-0.0226	0.0446	-0.036616403	-0.034046425
1756	Swiss-French	CH	6.15	46.2	0.0071	-6.00E-04	-0.001385704	0.006989265
2093	Swiss-French	CH	6.15	46.2	0.0063	0.0041	-0.005681517	0.004921419
2224	Swiss-German	CH	8.55	47.36	0.0113	-4.00E-04	-0.002738729	0.010970386
2232	Swiss-French	CH	6.15	46.2	0.0021	0.0057	-0.006058376	0.000442806
2431	Swiss-Italian	CH	8.95	46	-0.0165	-0.0084	0.012633144	-0.013535644
2989	Italy	IT	12.5	42	-0.0494	-0.0178	0.030760046	-0.042556076
3685	Belgium	BE	4.614791918	50.66153424	0.0203	-0.0107	0.004672593	0.022466572
4148	Italy	IT	12.5	42	-0.0431	-0.0197	0.030844811	-0.035976348
4316	Spain	ES	-3.566114847	40.32870801	-0.0231	0.0577	-0.049067927	-0.038147589
4719	Spain	ES	-3.566114847	40.32870801	-0.0155	0.0175	-0.01253436	-0.019732963
4854	France	FR	2.394327671	46.60586801	7.00E-04	0.0268	-0.025949531	-0.006734379
6173	Portugal	PT	-8.016392483	39.59096807	-0.0203	0.0397	-0.032542957	-0.030481731
6483	Swiss-French	CH	6.15	46.2	0.0082	0.0102	-0.012069035	0.005061461
7898	Swiss-French	CH	6.15	46.2	0.0104	-0.0029	-8.74E-05	0.010796405
8373	Italy	IT	12.5	42	-0.0433	-0.0087	0.02032857	-0.03920879
9778	Spain	ES	-3.566114847	40.32870801	-0.0194	0.0434	-0.036347578	-0.030639412
9876	Belgium	BE	4.614791918	50.66153424	0.0165	0.0019	-0.006386338	0.015332145
10003	Portugal	PT	-8.016392483	39.59096807	-0.0156	0.0423	-0.036340688	-0.02668341
10138	Swiss-French	CH	6.15	46.2	0.0097	0.0037	-0.006236806	0.008299533
11421	Portugal	PT	-8.016392483	39.59096807	-0.0199	0.0387	-0.031692464	-0.029820927
11947	Belgium	BE	4.614791918	50.66153424	0.0213	-0.0039	-0.002138912	0.021548203
12376	Italy	IT	12.5	42	-0.0428	-0.021	0.032011257	-0.035328734
12706	Italy	IT	12.5	42	-0.0433	-0.0223	0.03339881	-0.035449957
13048	Swiss-French	CH	6.15	46.2	0.0074	0.0078	-0.009541414	0.004955947
13173	Italy	IT	12.5	42	-0.0434	-0.0139	0.025353653	-0.037867694
13883	Germany	DE	10.35890163	51.08355564	0.018	-0.0109	0.005500487	0.020311441
14138	Swiss-German	CH	8.55	47.36	0.0083	-0.0113	0.008565838	0.011099839
14411	Swiss-French	CH	6.15	46.2	0.0046	-9.00E-04	-0.000406428	0.004669563
14571	Swiss-German	CH	8.55	47.36	0.0094	-0.0081	0.005186464	0.011272559
15045	Belgium	BE	4.614791918	50.66153424	0.006	-0.0023	0.0005521	0.006401967
15060	Portugal	PT	-8.016392483	39.59096807	-0.0189	0.0304	-0.023992158	-0.026565887
15904	Italy	IT	12.5	42	-0.0463	-0.0061	0.018659002	-0.042810532
16109	Swiss-German	CH	8.55	47.36	0.0184	5.00E-04	-0.005566003	0.017545074
16127	Swiss-French	CH	6.15	46.2	0.0071	-0.0025	0.000440286	0.007514396
16147	Italy	IT	12.5	42	-0.0496	-0.0273	0.03994527	-0.04012263
16530	Austria	AT	14.11742537	47.59249682	0.0084	-0.0273	0.023914953	0.0156181
17560	Swiss-German	CH	8.55	47.36	0.0137	-0.0158	0.011398072	0.017533224
17810	Italy	IT	12.5	42	-0.049	-0.0221	0.034781994	-0.040983203
18278	Spain	ES	-3.566114847	40.32870801	-0.0126	0.042	-0.036881528	-0.023717354
18545	Swiss-German	CH	8.55	47.36	0.0125	0.0031	-0.006434056	0.011156295
18905	France	FR	2.394327671	46.60586801	-0.0097	1.00E-04	0.002584828	-0.009349795
19137	Italy	IT	12.5	42	-0.0079	0.0016	0.000645764	-0.008034487
19256	France	FR	2.394327671	46.60586801	0.006	0.0143	-0.015401282	0.00181398
19657	Germany	DE	10.35890163	51.08355564	0.0182	-0.0086	0.003234802	0.019867966
20556	Italy	IT	12.5	42	-0.0273	-0.0051	0.012446644	-0.024827022
21085	Belgium	BE	4.614791918	50.66153424	0.0154	-0.0016	-0.00271865	0.01524234
21437	Portugal	PT	-8.016392483	39.59096807	-0.0231	0.04	-0.032057394	-0.033255578
22147	Portugal	PT	-8.016392483	39.59096807	-0.0181	0.0421	-0.035457517	-0.029030751
22390	Swiss-French	CH	6.15	46.2	0.0052	-4.00E-04	-0.001052782	0.005107999
22834	France	FR	2.394327671	46.60586801	0.0111	0.0054	-0.008257525	0.009175145
23292	Swiss-French	CH	6.15	46.2	0.0026	0.0059	-0.006388778	0.000868052
23389	France	FR	2.394327671	46.60586801	0.0081	0.0177	-0.01924925	0.002892471
24029	Swiss-French	CH	6.15	46.2	-0.0021	0.0086	-0.007684597	-0.004395108
24082	Spain	ES	-3.566114847	40.32870801	-0.0228	0.0445	-0.036465021	-0.034210996
24432	Swiss-Italian	CH	8.95	46	-0.0141	-0.0064	0.010047727	-0.011781901
24654	Swiss-French	CH	6.15	46.2	-2.00E-04	0.0031	-0.002923969	-0.001049002
24681	Portugal	PT	-8.016392483	39.59096807	-0.0127	0.0492	-0.043773429	-0.025803429
24957	Swiss-German	CH	8.55	47.36	0.013	-3.00E-04	-0.003304688	0.012576527
25681	France	FR	2.394327671	46.60586801	0.0087	0.0045	-0.006729259	0.007117378
25999	Swiss-French	CH	6.15	46.2	0.017	0.0182	-0.022189598	0.011307597
26544	Swiss-German	CH	8.55	47.36	0.0029	-0.0076	0.006502442	0.004887561
26734	Swiss-French	CH	6.15	46.2	0.0042	0.0063	-0.007215413	0.002295174
26790	France	FR	2.394327671	46.60586801	0.0053	0.0163	-0.017129906	0.000588478
27592	France	FR	2.394327671	46.60586801	-0.0081	0.0426	-0.038701888	-0.019558473
27788	Swiss-French	CH	6.15	46.2	0.006	0.0036	-0.005118078	0.004771297
27958	Greece	GR	22.70884659	40.03413184	-0.0354	-0.0421	0.050244102	-0.022385267
28098	France	FR	2.394327671	46.60586801	-0.0049	0.0194	-0.017290028	-0.010070995
28361	Swiss-French	CH	6.15	46.2	0.0039	-0.0052	0.003919544	0.005185284
29461	Spain	ES	-3.566114847	40.32870801	-0.0157	0.0344	-0.028720778	-0.024596075
29511	Italy	IT	12.5	42	-0.0468	-0.0236	0.035615518	-0.038454322
29542	Portugal	PT	-8.016392483	39.59096807	-0.0148	0.0391	-0.033486445	-0.025030141
30031	Serbia_and_Montenegro	RS	20.61572308	43.94949264	0.0031	-0.0448	0.042198116	0.015361284
30105	Swiss-German	CH	8.55	47.36	0.0085	-0.0025	5.33E-05	0.008859862
30204	Spain	ES	-3.566114847	40.32870801	-0.0182	0.0298	-0.023609	-0.025727323
30578	Swiss-German	CH	8.55	47.36	0.0092	-0.0028	0.000148192	0.00961551
30826	Swiss-French	CH	6.15	46.2	0.0083	0.0056	-0.007675857	0.006428936
31014	Swiss-French	CH	6.15	46.2	0.0086	0.0133	-0.015158835	0.004589087
31186	Germany	DE	10.35890163	51.08355564	0.0116	-0.0112	0.007557664	0.014243655
31341	Swiss-French	CH	6.15	46.2	0.0061	0.0106	-0.011873046	0.002932708
31420	Germany	DE	10.35890163	51.08355564	0.0328	-0.0323	0.021976399	0.040449572
32106	Italy	IT	12.5	42	-0.0578	-0.0269	0.041827206	-0.04811377
32722	Swiss-German	CH	8.55	47.36	0.0105	-0.0122	0.008822734	0.013462888
33326	Swiss-French	CH	6.15	46.2	0.0109	-0.0131	0.009577122	0.014096054
33530	Swiss-German	CH	8.55	47.36	0.0084	-0.0017	-0.000687852	0.008542649
35628	Portugal	PT	-8.016392483	39.59096807	-0.0173	0.0235	-0.017803149	-0.023121156
35683	France	FR	2.394327671	46.60586801	0.009	0.023	-0.024591545	0.002292574
36127	Portugal	PT	-8.016392483	39.59096807	-0.0176	0.0462	-0.039536002	-0.029683405
36461	Swiss-French	CH	6.15	46.2	0.0015	-0.0072	0.006504962	0.003431541
38469	Portugal	PT	-8.016392483	39.59096807	-0.019	0.0382	-0.031460687	-0.028817793
38732	Spain	ES	-3.566114847	40.32870801	-0.0129	0.0392	-0.034107681	-0.02323179
38980	Swiss-French	CH	6.15	46.2	0.0067	0.0058	-0.007425851	0.004835984
40488	Italy	IT	12.5	42	-0.0246	-0.0119	0.018235526	-0.020352779
40750	Spain	ES	-3.566114847	40.32870801	-0.0168	0.0409	-0.034663561	-0.027449728
41140	Swiss-German	CH	8.55	47.36	0.0099	-0.0071	0.004087225	0.011476698
41407	Portugal	PT	-8.016392483	39.59096807	-0.0171	0.0368	-0.030640352	-0.026604864
41883	Swiss-French	CH	6.15	46.2	0.006	-0.0037	0.001897565	0.006788906
42035	Swiss-French	CH	6.15	46.2	0.0111	0.0024	-0.005374384	0.010004299
42207	Portugal	PT	-8.016392483	39.59096807	-0.0198	0.0553	-0.047673484	-0.03431281
42570	Germany	DE	10.35890163	51.08355564	0.03	-0.0313	0.02178923	0.037482255
42962	Portugal	PT	-8.016392483	39.59096807	-0.0175	0.0404	-0.033989568	-0.027984269
43161	France	FR	2.394327671	46.60586801	0.0021	0.0039	-0.004328492	0.000940298
43467	Swiss-French	CH	6.15	46.2	0.0038	0.0104	-0.011045152	0.000777577
44075	Swiss-German	CH	8.55	47.36	0.0038	-0.0013	0.000199099	0.004011279
44143	Poland	PL	19.39460765	52.14189866	0.0285	-0.0311	0.022011598	0.035985408
44500	Swiss-German	CH	8.55	47.36	0.0187	-0.0118	0.00617196	0.02123292
44556	Italy	IT	12.5	42	0.0048	0.0179	-0.018529389	-0.000334262
45019	Italy	IT	12.5	42	-0.0096	-0.0114	0.01360923	-0.006075265
45769	Sweden	SE	18	59.35	0.0393	-0.0228	0.011049951	0.044070722
46664	Swiss-French	CH	6.15	46.2	0.0128	0.0048	-0.008150751	0.010974755
47078	Swiss-French	CH	6.15	46.2	0.0078	0.0044	-0.006384408	0.006280074
48136	Portugal	PT	-8.016392483	39.59096807	-0.0181	0.047	-0.040166647	-0.030385036
48475	Sweden	SE	18	59.35	0.0476	-0.0189	0.005007874	0.050969512
48477	Swiss-French	CH	6.15	46.2	0.0038	0.0036	-0.004510032	0.002656994
49013	France	FR	2.394327671	46.60586801	0.0078	-0.0035	0.001207863	0.008463514
49080	Spain	ES	-3.566114847	40.32870801	-0.0136	0.0388	-0.033529793	-0.023793969
49266	Swiss-French	CH	6.15	46.2	0.0017	-0.0041	0.003470439	0.002766958
49777	Italy	IT	12.5	42	-0.0146	-0.0131	0.016624934	-0.010410647
49800	France	FR	2.394327671	46.60586801	0.0195	0.0077	-0.012789565	0.016612255
683	Italy	IT	12.5	42	-0.047	-0.0228	0.034901957	-0.038867639
822	Swiss-Italian	CH	8.95	46	-0.0175	0.0033	0.001665278	-0.017730393
845	Portugal	PT	-8.016392483	39.59096807	-0.0232	0.0497	-0.041351912	-0.036032615
1788	Italy	IT	12.5	42	-0.0477	-0.0172	0.029713563	-0.041088127
2035	France	FR	2.394327671	46.60586801	0.0101	0.0103	-0.012690271	0.006859812
2233	Italy	IT	12.5	42	-0.0198	-0.0045	0.00979713	-0.017785
2878	Portugal	PT	-8.016392483	39.59096807	-0.0134	0.0282	-0.023397971	-0.020672081
3153	Swiss-French	CH	6.15	46.2	0.0094	0.0038	-0.006249996	0.00798358
3483	Netherlands	NL	5.667115657	52.26613865	0.0353	-0.0114	0.001199554	0.037075748
4133	Belgium	BE	4.614791918	50.66153424	0.0169	0.0028	-0.007361834	0.015467818
4488	Portugal	PT	-8.016392483	39.59096807	-0.0216	0.0521	-0.044100641	-0.035158263
5475	Spain	ES	-3.566114847	40.32870801	-0.0147	0.0507	-0.04466223	-0.0281401
5589	Germany	DE	10.35890163	51.08355564	0.0246	-0.0444	0.035871424	0.035913242
7030	France	FR	2.394327671	46.60586801	0.0056	0.0221	-0.022786895	-0.00072624
